x,y
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
1.08682462808,0.851548925825
1.10935302276,0.862394418455
1.1318287555,0.873329313598
1.15431720133,0.884252529681
1.17665882338,0.895468862477
1.19902029061,0.906649382566
1.22135478059,0.917889849008
1.24366281035,0.929178065727
1.26597109862,0.940460184407
1.28818625909,0.951921625132
1.31041439116,0.963365288757
1.33262267807,0.97484476509
1.35483783854,0.986306205814
1.37703263682,0.997815655323
1.39918748626,1.00940282829
1.42132274904,1.02101971592
1.44342467803,1.03270238943
1.46553296357,1.04437922342
1.48753540821,1.05624705851
1.51016457978,1.06687689937
1.53287494158,1.07732080313
1.55590954729,1.08703315456
1.57856569609,1.09760304907
1.60089357102,1.10885545308
1.62463083137,1.11669158428
1.64866479519,1.12358118075
1.672450429,1.13128496466
1.69622944775,1.13900068614
1.71953718648,1.14803429953
1.74249008494,1.15794478414
1.76459837048,1.16962161813
1.78852638724,1.17684882714
1.81226974562,1.18468521685
1.83625456046,1.19172545473
1.85987212661,1.19993526969
1.88304978463,1.20929936356
1.90588076849,1.21949180284
1.92893573638,1.22915614549
1.95221546384,1.23827409739
1.97500014231,1.24855009966
1.9973478624,1.25976669097
2.01926456983,1.27178361642
2.04214289311,1.28186810056
2.06487310008,1.29227619162
2.08802962039,1.30170658838
2.11069951633,1.31224041167
2.13353737375,1.32241481535
2.15543371899,1.33447974958
2.17687543492,1.34732568981
2.19953819879,1.35788364675
2.22162638065,1.36960239148
2.24337771168,1.38191775615
2.26237818109,1.39816677143
2.28360950778,1.41136422368
2.30351281926,1.42649080278
2.31879589483,1.4462720645
2.33775135139,1.46257415257
2.35487213851,1.48079610737
2.37393720744,1.49696233519
2.39125530604,1.51499716652
2.4066204997,1.53471471042
2.41800501746,1.55696979107
2.43203373894,1.57766309972
2.44509492651,1.59898738231
2.45589304467,1.62152916313
2.4644516639,1.64502064551
2.47809067409,1.66597233837
-0.0637904774582,-0.0607043039966
-0.0325361545907,-0.0654761476248
-0.00754196923772,-0.0659621683714
0.0174338296501,-0.0670232143269
0.0424323496563,-0.0671791654517
0.0673951307663,-0.0685095591494
0.0923762521672,-0.0695520524798
0.109045982932,-0.050921589071
0.125107036199,-0.0317671189923
0.139910116265,-0.0116152294445
0.152057207372,0.0102323304638
0.163298109621,0.0325607399274
0.172477648598,0.0558158574947
0.183400054119,0.0783079261465
0.193089714114,0.101346417903
0.202051685595,0.124690056292
0.210288036631,0.148290057
0.218195504421,0.172010513608
0.225242677896,0.195993841425
0.235012904938,0.2190052036
0.24372656022,0.242442168305
0.252000016506,0.266031523987
0.258917321605,0.290052109396
0.265766255735,0.314100341404
0.278357681975,0.335697941714
0.289249080285,0.3582009139
0.298509444818,0.381422803846
0.305834907668,0.405326293968
0.322041644507,0.424358650928
0.33693319922,0.444440983131
0.348148933788,0.466786652676
0.359939647391,0.488826810915
0.377550922696,0.506574729733
0.392291212814,0.526766720466
0.408916447748,0.545438060587
0.428987873055,0.560345733481
0.44820095213,0.576334965837
0.467781007561,0.591881580271
0.488756932151,0.605483617317
0.509179107767,0.619899112453
0.530633019781,0.632745569696
0.552981773912,0.643937768845
0.576384708513,0.652743275884
0.600276806398,0.660097251169
0.624484525062,0.666346659727
0.649202253857,0.670076345705
0.673358755466,0.676525179984
0.697047383842,0.684499756518
0.718075453355,0.698024587129
0.739865957698,0.710280522467
0.763736917872,0.717700800653
0.787410765085,0.725735840557
0.811056601023,0.733855218971
0.834556799562,0.742383835345
0.857988003946,0.751098905836
0.881295484169,0.760138617268
0.904568079552,0.769280702818
0.92772511688,0.778698903507
0.950610830747,0.788753155967
0.97347566541,0.79886761329
0.996266441916,0.809143874067
1.0190437298,0.819450108021
1.04175357458,0.829906207859
1.06430920501,0.840685656096
